Wafer_ID,Lot_ID,Factory,Shift,Process_Mode,Product_Type,Material_Supplier,Chamber_ID,Temperature,Chamber_Pressure,Gas_Flow,Etch_Rate,Chamber_Humidity,Particle_Count,Thickness_Uniformity,Voltage_Stability,Cycle_Time,Defect
WAFER-01387,LOT-038,B,Day,Normal,Standard,S2,CH-02,488.96,2.716,109.06,1.74,33.13,11.0,0.9745,0.9622,33.12,0
WAFER-01388,LOT-005,A,Day,Normal,Premium,S1,CH-03,482.06,2.535,115.8,1.472,40.47,21.9,0.8989,0.9612,28.76,0
WAFER-01389,LOT-002,B,Day,Normal,Premium,S2,CH-03,480.46,2.44,117.58,1.421,31.93,15.8,0.9046,0.9718,33.16,0
WAFER-01390,LOT-035,B,Day,High_Speed,Premium,S3,CH-02,497.66,2.687,121.25,1.395,40.03,9.2,0.9251,,27.2,0
WAFER-01391,LOT-019,C,Day,Normal,Premium,S2,CH-03,471.56,2.889,122.92,1.546,36.73,20.0,0.9085,0.9774,29.4,1
WAFER-01392,LOT-010,C,Day,High_Speed,Premium,S3,CH-04,490.76,2.851,115.7,1.646,40.31,20.7,0.905,0.9839,29.74,0
WAFER-01393,LOT-024,B,Day,Normal,Standard,S1,CH-04,501.13,2.619,,1.536,44.54,27.9,0.9162,0.9394,31.93,0
WAFER-01394,LOT-008,C,Day,Normal,Advanced,S1,CH-03,461.16,2.791,121.3,1.554,37.29,16.1,0.9538,0.961,33.9,0
WAFER-01395,LOT-034,B,Night,High_Speed,Premium,S1,CH-02,501.35,2.46,122.96,1.524,49.03,14.7,0.9344,0.9894,23.08,0
WAFER-01396,LOT-013,C,Day,Normal,Advanced,S2,CH-04,459.5,2.281,130.46,1.69,35.32,8.3,0.9278,0.9662,23.72,0
WAFER-01397,LOT-039,A,Day,Normal,Premium,S1,CH-04,478.53,2.492,117.14,1.508,39.72,16.3,0.9468,0.9519,24.03,0
WAFER-01398,LOT-013,B,Night,Normal,Standard,S1,CH-01,471.64,2.454,124.57,1.607,40.83,21.1,0.9304,0.9869,33.91,0
WAFER-01399,LOT-024,A,Day,High_Speed,Standard,S1,CH-02,457.48,2.309,109.03,1.613,31.95,25.8,0.9288,0.9567,26.71,1
WAFER-01400,LOT-016,C,Day,Normal,Standard,S1,CH-03,484.91,2.399,123.88,1.658,34.41,21.1,0.8995,0.9762,34.03,0
WAFER-01401,LOT-004,B,Day,Normal,Standard,S1,CH-01,481.9,2.24,115.55,1.584,43.72,19.7,0.9399,0.9631,31.09,1
WAFER-01402,LOT-007,A,Day,High_Speed,Advanced,S1,CH-04,469.32,2.387,122.77,1.496,40.26,18.2,,0.9791,30.55,0
WAFER-01403,LOT-017,B,Day,Normal,Advanced,S1,CH-03,483.12,2.636,125.42,1.638,27.05,12.0,0.9082,0.9736,28.54,0
WAFER-01404,LOT-038,B,Day,High_Speed,Standard,S1,CH-03,483.4,2.795,123.24,1.611,33.31,21.8,0.9249,0.9592,26.89,0
WAFER-01405,LOT-015,A,Day,Normal,Premium,S1,CH-03,462.26,2.446,121.95,1.561,39.7,11.2,0.9096,0.9741,30.85,0
WAFER-01406,LOT-024,C,Night,High_Speed,Advanced,S2,CH-03,512.45,2.473,108.42,1.57,32.07,24.7,0.9411,0.9596,28.58,0
WAFER-01407,LOT-011,B,Day,High_Speed,Advanced,S2,CH-01,495.69,2.644,123.33,1.56,,26.6,,0.9648,38.32,0
WAFER-01408,LOT-034,A,Day,Normal,Standard,S2,CH-04,493.85,2.408,110.55,1.578,33.39,24.1,,0.9601,24.29,0
WAFER-01409,LOT-036,B,Night,Normal,Standard,S1,CH-02,483.18,2.579,132.47,1.572,37.57,18.3,0.9573,0.9779,33.44,0
WAFER-01410,LOT-005,A,Day,Normal,Advanced,S1,CH-04,467.2,2.381,102.9,1.504,35.11,15.1,0.9416,0.9633,28.72,0
WAFER-01411,LOT-027,B,Day,Normal,Premium,S2,CH-04,482.05,2.593,117.2,1.434,37.11,21.7,0.9113,0.9703,34.32,0
WAFER-01412,LOT-031,A,Night,Normal,Standard,S2,CH-04,481.98,2.249,112.75,1.587,43.16,17.1,0.9779,0.9798,34.36,0
WAFER-01413,LOT-005,A,Day,Normal,Standard,S2,CH-01,481.71,2.642,127.4,1.708,35.31,18.9,0.9561,0.9666,26.89,0
WAFER-01414,LOT-009,A,Day,High_Speed,Standard,S1,CH-03,495.7,2.575,121.7,1.544,,72.4,0.8864,0.9869,27.36,1
WAFER-01415,LOT-023,C,Day,Normal,Premium,S2,CH-01,478.67,2.394,119.14,1.467,43.93,23.1,0.897,0.9566,30.06,0
WAFER-01416,LOT-027,C,Day,Normal,Advanced,S3,CH-01,478.48,2.259,124.81,1.524,29.29,26.2,0.9303,0.9681,32.96,0
WAFER-01417,LOT-024,B,Day,Normal,Premium,S2,CH-02,494.66,2.41,118.19,1.568,36.18,22.8,0.903,0.968,25.91,0
WAFER-01418,LOT-003,C,Day,High_Speed,Standard,S1,CH-01,487.32,2.556,121.57,1.63,31.04,22.2,0.9517,0.9567,27.61,0
WAFER-01419,LOT-022,C,Day,High_Speed,Premium,S3,CH-02,454.67,2.614,122.38,1.595,36.28,21.8,0.9213,0.984,26.6,0
WAFER-01420,LOT-029,B,Day,Normal,Advanced,S3,CH-04,471.53,2.222,132.11,1.66,39.58,23.5,0.9535,,30.44,0
WAFER-01421,LOT-021,C,Day,Normal,Standard,S1,CH-04,483.74,,116.43,1.55,32.87,29.7,0.9653,0.9472,27.73,0
WAFER-01422,LOT-025,B,Day,High_Speed,Premium,S1,CH-03,474.09,2.336,137.93,1.635,,16.2,0.912,0.9718,30.36,0
WAFER-01423,LOT-008,B,Day,Normal,Standard,S1,CH-01,477.28,2.412,121.61,1.511,41.61,10.8,0.9233,0.9607,38.73,0
WAFER-01424,LOT-030,B,Night,Normal,Advanced,S2,CH-02,493.86,2.418,123.21,1.54,36.18,13.7,0.9386,0.9995,29.97,0
WAFER-01425,LOT-032,A,Night,Normal,Standard,S3,CH-03,470.37,2.222,130.79,1.626,33.48,21.0,0.9699,0.9757,32.76,0
WAFER-01426,LOT-007,C,Day,Normal,Premium,S2,CH-01,470.67,2.908,129.44,1.794,31.64,18.3,0.9374,0.9487,31.93,1
WAFER-01427,LOT-007,C,Night,Normal,Standard,S2,CH-04,477.12,2.838,120.5,1.537,37.74,26.7,0.9348,0.9625,29.8,0
WAFER-01428,LOT-007,B,Night,Normal,Premium,S3,CH-01,474.03,2.321,111.59,1.679,31.79,22.3,0.9193,0.965,30.97,0
WAFER-01429,LOT-038,B,Day,Normal,Premium,S2,CH-04,494.54,2.875,128.08,1.704,29.85,5.5,0.9113,0.9962,36.06,0
WAFER-01430,LOT-024,C,Day,Normal,Standard,S2,CH-02,474.25,2.326,,1.588,43.6,16.3,,0.9827,29.21,0
WAFER-01431,LOT-022,B,Day,Normal,Standard,S2,CH-03,447.41,2.527,112.73,1.677,48.04,19.3,0.9369,0.9738,100.02,0
WAFER-01432,LOT-002,B,Night,Normal,Standard,S2,CH-02,463.41,2.584,114.16,1.217,30.05,31.4,0.9049,0.982,37.66,0
WAFER-01433,LOT-009,B,Day,High_Speed,Standard,S2,CH-04,490.21,2.136,122.93,1.414,45.28,16.8,,0.9603,32.43,0
WAFER-01434,LOT-033,A,Night,Normal,Standard,S2,CH-02,498.37,2.441,118.44,1.547,30.04,19.3,0.9501,0.9575,26.15,0
WAFER-01435,LOT-018,A,Night,Normal,Advanced,S2,CH-01,461.77,2.608,116.24,1.314,43.2,18.7,0.9209,,28.27,0
WAFER-01436,LOT-002,C,Day,High_Speed,Advanced,S1,CH-01,481.48,2.421,117.9,1.645,,13.7,0.9206,0.9663,26.57,0
WAFER-01437,LOT-032,A,Night,Normal,Standard,S2,CH-01,483.5,2.808,105.58,1.43,31.94,18.1,0.9411,0.9691,30.98,0
WAFER-01438,LOT-031,C,Night,Normal,Advanced,S2,CH-02,478.32,2.58,116.96,1.525,39.92,21.4,0.92,0.9549,31.73,0
WAFER-01439,LOT-031,A,Day,Normal,Standard,S1,CH-02,469.91,2.138,123.72,1.281,30.34,16.9,0.9183,0.9613,28.83,0
WAFER-01440,LOT-038,C,Day,Normal,Premium,S1,CH-01,491.96,2.867,121.0,1.523,37.13,16.0,0.954,0.9961,29.14,0
WAFER-01441,LOT-009,A,Day,Normal,Standard,S2,CH-04,474.19,2.666,115.95,1.53,32.89,17.3,0.9264,0.9737,35.13,1
WAFER-01442,LOT-021,A,Night,Normal,Standard,S3,CH-04,504.09,2.268,130.9,1.478,31.22,13.9,0.936,0.9675,29.12,0
WAFER-01443,LOT-006,B,Night,Normal,Premium,S1,CH-03,492.48,2.582,119.96,1.518,44.35,22.2,0.9894,0.9932,34.33,0
WAFER-01444,LOT-035,C,Night,High_Speed,Advanced,S1,CH-04,493.33,3.002,111.32,1.666,40.7,19.2,0.9241,,33.63,1
WAFER-01445,LOT-003,A,Day,Normal,Standard,S1,CH-01,494.33,2.417,131.9,1.402,44.41,10.0,0.9174,0.9905,34.88,0
WAFER-01446,LOT-018,A,Day,High_Speed,Standard,S1,CH-03,495.15,2.358,133.8,1.698,35.57,17.2,0.926,0.9639,25.29,0
WAFER-01447,LOT-019,A,Night,Normal,Standard,S2,CH-02,473.36,2.749,131.59,1.543,34.56,16.9,0.9446,0.9753,27.43,0
WAFER-01448,LOT-026,A,Day,Normal,Standard,S2,CH-01,484.5,2.758,119.39,1.487,43.51,18.0,0.9627,0.956,25.38,0
WAFER-01449,LOT-005,B,Day,Normal,Advanced,S3,CH-02,485.54,2.366,123.32,1.579,39.39,18.8,0.9055,0.9544,27.51,0
WAFER-01450,LOT-014,C,Day,High_Speed,Premium,,CH-02,490.04,2.762,121.87,1.556,38.91,28.8,0.9245,0.9711,29.99,0
WAFER-01451,LOT-014,B,Night,Normal,Advanced,S1,CH-01,490.14,2.567,114.34,1.587,42.39,16.1,0.928,0.9616,30.12,0
WAFER-01452,LOT-017,A,Day,Normal,Standard,S2,CH-03,470.55,,132.0,1.549,39.39,14.7,0.9259,0.9706,27.41,0
WAFER-01453,LOT-016,A,Day,Normal,Advanced,S1,CH-02,466.31,2.224,108.34,1.595,35.55,18.2,0.9325,0.981,35.36,0
WAFER-01454,LOT-027,A,Night,High_Speed,Advanced,S3,CH-03,483.73,2.351,110.7,1.486,40.67,29.6,0.93,0.95,30.56,1
WAFER-01455,LOT-005,A,Night,Normal,Standard,S1,CH-01,490.04,2.317,108.45,1.529,30.47,21.5,0.9194,0.9888,31.07,0
WAFER-01456,LOT-010,B,Night,High_Speed,Premium,S3,CH-01,476.61,2.186,120.88,1.745,46.11,25.9,0.9371,0.9615,34.24,0
WAFER-01457,LOT-033,A,Night,Normal,Standard,S3,CH-02,483.38,2.729,124.64,1.615,30.08,8.2,0.9138,0.9834,30.28,0
WAFER-01458,LOT-032,C,Night,Normal,Standard,S2,CH-03,496.01,2.32,114.63,1.589,38.53,18.7,0.9341,0.9645,29.04,0
WAFER-01459,LOT-005,A,Night,Normal,Advanced,,CH-01,475.84,2.183,121.99,1.502,29.06,13.2,0.9358,0.9608,34.7,0
WAFER-01460,LOT-019,B,Night,Normal,Advanced,S3,CH-02,466.12,2.545,116.14,1.663,44.67,23.0,0.9591,0.9875,29.35,0
WAFER-01461,LOT-002,A,Night,Normal,Advanced,,CH-02,493.18,2.384,114.68,1.488,42.01,26.3,0.9795,0.9881,30.77,0
WAFER-01462,LOT-018,B,Day,Normal,Advanced,S1,CH-01,480.83,2.408,123.21,1.442,42.44,22.4,0.9606,0.9571,29.83,0
WAFER-01463,LOT-023,B,Night,Normal,Standard,S1,CH-01,479.53,2.569,108.89,1.601,41.33,17.2,0.943,0.9952,33.56,0
WAFER-01464,LOT-022,B,Day,Normal,Standard,S2,CH-04,477.47,2.397,96.62,1.496,43.85,18.1,0.9079,0.9797,28.58,0
WAFER-01465,LOT-039,A,Night,Normal,Standard,S2,CH-04,481.26,2.113,135.1,1.618,25.7,17.0,0.9183,0.9757,30.38,0
WAFER-01466,LOT-031,A,Day,Normal,Premium,S2,CH-01,498.32,2.554,116.73,1.468,31.02,26.2,0.925,0.9618,30.15,0
WAFER-01467,LOT-018,C,Day,Normal,Premium,S2,CH-01,466.15,2.561,126.98,1.57,42.32,16.3,0.8766,0.97,34.36,0
WAFER-01468,LOT-019,A,Day,Normal,Standard,S2,CH-03,481.11,2.865,121.18,1.551,34.37,18.5,0.8818,0.9843,35.31,0
WAFER-01469,LOT-038,A,Night,High_Speed,Standard,S1,CH-01,469.98,2.232,119.69,1.637,45.88,31.3,,0.9688,29.65,0
WAFER-01470,LOT-005,B,Night,Normal,Premium,S2,CH-02,477.5,,116.02,1.713,35.78,30.4,0.9246,0.9739,29.63,0
WAFER-01471,LOT-036,B,Day,Normal,Standard,S2,CH-03,477.79,2.673,130.1,1.532,48.93,19.3,0.9532,0.9629,32.61,0
WAFER-01472,LOT-037,B,Night,High_Speed,Standard,S1,CH-03,501.78,2.475,108.02,1.638,39.59,21.5,0.927,0.9953,31.19,0
WAFER-01473,LOT-031,B,Day,Normal,Advanced,S1,CH-03,501.27,2.283,123.62,1.512,29.91,26.5,0.9505,0.9804,31.31,0
WAFER-01474,LOT-030,C,Day,High_Speed,Standard,S2,CH-02,489.33,2.015,124.43,1.395,41.08,20.8,0.9183,0.9641,25.72,0
WAFER-01475,LOT-040,B,Day,Normal,Standard,S3,CH-02,484.91,2.364,117.81,1.725,40.69,22.5,0.9686,0.9737,29.96,0
WAFER-01476,LOT-014,C,Day,Normal,Standard,S1,CH-03,483.0,2.429,121.95,1.524,37.99,22.1,0.9377,0.9694,37.12,0
WAFER-01477,LOT-038,B,Night,Normal,Standard,S2,CH-03,496.76,2.473,114.16,1.637,40.49,21.4,0.9858,0.9847,29.11,0
WAFER-01478,LOT-025,B,Day,Normal,Advanced,S2,CH-01,464.35,2.605,123.66,1.647,26.45,13.4,0.9238,0.9622,31.52,0
WAFER-01479,LOT-014,C,Day,High_Speed,Standard,S1,CH-03,471.74,2.585,115.65,1.587,42.2,26.9,0.9589,0.9757,34.11,0
WAFER-01480,LOT-003,A,Day,Normal,Advanced,S1,CH-02,498.07,2.725,125.81,1.611,35.22,22.0,0.9405,0.969,25.78,0
WAFER-01481,LOT-026,B,Day,Normal,Advanced,S3,CH-03,477.94,2.185,122.55,1.655,40.21,20.0,0.9116,0.9648,75.98,0
WAFER-01482,LOT-040,C,Night,Normal,Premium,S3,CH-01,481.5,2.509,103.41,1.449,36.52,26.1,0.918,0.9996,33.16,0
WAFER-01483,LOT-015,C,Day,Normal,Standard,S1,CH-02,463.38,2.241,119.24,1.544,38.36,23.5,0.9092,0.9553,30.84,1
WAFER-01484,LOT-003,B,Day,Normal,Advanced,S3,CH-03,480.7,2.176,117.03,1.707,36.63,20.9,0.935,0.9532,32.35,0
WAFER-01485,LOT-019,A,Day,High_Speed,Standard,S1,CH-03,496.21,2.442,115.28,1.669,40.09,16.4,0.9829,0.9838,30.83,0
WAFER-01486,LOT-001,A,Night,Normal,Premium,S1,CH-01,489.55,2.466,,1.737,44.06,8.4,0.9107,0.9468,37.24,0
WAFER-01487,LOT-002,C,Night,High_Speed,Premium,S1,CH-01,478.49,2.672,119.8,1.709,38.54,25.7,0.9218,0.9807,29.91,0
WAFER-01488,LOT-012,A,Night,High_Speed,Standard,S2,CH-04,480.43,2.209,130.44,1.606,30.15,27.1,0.9391,,36.21,0
WAFER-01489,LOT-028,A,Night,High_Speed,Standard,S2,CH-04,504.61,2.058,122.59,1.345,35.96,18.7,0.9332,0.9513,27.93,1
WAFER-01490,LOT-013,B,Night,Normal,Standard,S2,CH-01,462.06,2.486,115.4,1.669,31.91,21.3,0.9402,0.9668,36.21,0
WAFER-01491,LOT-038,B,Day,High_Speed,Advanced,S1,CH-01,474.54,2.734,126.99,1.62,40.34,14.8,0.9084,0.9602,22.68,0
WAFER-01492,LOT-009,A,Day,Normal,Standard,S1,CH-01,481.17,2.533,123.66,1.614,37.95,24.7,0.9546,0.9849,31.55,0
WAFER-01493,LOT-033,C,Day,High_Speed,Standard,S2,CH-02,479.34,2.27,110.68,1.506,43.81,22.5,0.9298,0.9944,26.29,0
WAFER-01494,LOT-012,C,Day,Normal,Premium,S2,CH-02,477.4,2.581,108.6,1.638,39.99,16.1,0.8905,0.9618,31.4,0
WAFER-01495,LOT-018,C,Day,Normal,Advanced,S3,CH-01,474.59,2.421,125.29,1.687,30.31,24.3,0.9606,0.9746,32.45,0
WAFER-01496,LOT-004,B,Day,High_Speed,Standard,S2,CH-03,484.61,2.541,117.94,1.541,33.65,12.7,0.9067,0.984,23.43,0
WAFER-01497,LOT-035,A,Night,Normal,Standard,S1,CH-01,468.49,2.669,111.95,1.531,40.97,20.7,0.9819,0.9815,32.24,0
WAFER-01498,LOT-017,C,Night,Normal,Standard,S1,CH-04,481.67,2.429,124.76,1.495,33.83,28.8,0.9401,0.9324,31.2,1
WAFER-01499,LOT-008,B,Day,Normal,Advanced,S3,CH-03,478.97,2.617,128.28,1.651,,25.6,0.9552,0.9549,29.06,1
WAFER-01500,LOT-033,A,Night,Normal,Standard,S3,CH-03,483.17,2.481,121.16,1.563,31.23,21.6,0.9226,0.957,29.65,0
WAFER-01501,LOT-040,A,Day,Normal,Premium,S1,CH-01,491.86,2.375,108.75,1.714,29.98,16.3,0.9294,0.9608,24.14,0
WAFER-01502,LOT-039,C,Night,High_Speed,Advanced,S3,CH-02,479.68,2.388,121.02,1.669,34.91,27.2,0.9634,0.9779,31.64,0
WAFER-01503,LOT-025,B,Night,Normal,Standard,S1,CH-03,484.13,2.662,110.91,1.583,37.57,15.9,0.9,0.9685,26.28,0
WAFER-01504,LOT-025,C,Day,Normal,Advanced,S2,CH-04,489.76,2.291,127.24,1.682,26.63,21.0,,0.9717,33.8,0
WAFER-01505,LOT-024,A,Day,High_Speed,Standard,S2,CH-03,484.3,2.703,132.33,1.44,34.97,8.8,0.8811,0.9826,35.21,0
WAFER-01506,LOT-028,A,Night,High_Speed,Advanced,S2,CH-04,495.65,2.49,125.15,1.433,47.51,26.6,0.9368,0.9709,23.13,0
WAFER-01507,LOT-004,B,Day,Normal,Standard,S1,CH-01,452.85,2.445,140.34,1.395,37.61,28.6,0.9548,0.9742,37.23,0
WAFER-01508,LOT-013,A,Night,High_Speed,Premium,S2,CH-03,472.39,2.659,130.8,1.507,33.47,25.7,0.9173,0.9864,30.23,0
WAFER-01509,LOT-007,A,Day,Normal,Advanced,S2,CH-03,469.43,2.43,116.85,1.524,36.0,26.7,0.9373,0.9727,37.16,0
WAFER-01510,LOT-038,B,Night,Normal,Standard,S3,CH-03,479.08,2.656,124.77,1.46,38.4,24.7,0.9607,0.9831,29.03,0
WAFER-01511,LOT-002,B,Day,High_Speed,Premium,S1,CH-01,498.98,2.365,123.6,1.587,27.26,19.7,0.905,0.9654,28.82,0
WAFER-01512,LOT-003,C,Night,Normal,Standard,S2,CH-03,481.04,2.471,115.24,1.63,41.1,23.0,0.9295,0.9676,30.13,0
WAFER-01513,LOT-006,C,Night,Normal,Standard,S1,CH-03,502.67,2.494,115.05,1.626,36.12,29.8,0.9383,0.9514,29.18,0
WAFER-01514,LOT-024,A,Night,High_Speed,Standard,S1,CH-02,490.41,2.237,122.08,1.407,41.93,22.5,0.9738,0.9791,21.23,0
WAFER-01515,LOT-036,A,Night,High_Speed,Premium,S2,CH-03,492.13,2.295,124.5,1.671,35.92,17.9,0.956,0.9969,31.81,0
WAFER-01516,LOT-037,A,Night,Normal,Premium,S3,CH-01,486.22,2.313,121.66,1.494,37.46,23.0,0.9096,1.0,36.06,0
WAFER-01517,LOT-014,A,Night,High_Speed,Standard,S1,CH-04,461.77,2.177,115.62,1.438,41.17,15.5,0.9131,0.9725,24.41,0
WAFER-01518,LOT-006,B,Night,Normal,Advanced,S3,CH-03,503.29,2.564,111.21,1.603,46.3,29.5,0.9721,0.9561,35.06,0
WAFER-01519,LOT-021,A,Day,Normal,Advanced,S2,CH-02,470.04,2.734,139.29,1.634,33.24,25.9,0.9185,0.9642,29.78,1
WAFER-01520,LOT-024,C,Day,Normal,Standard,S2,CH-03,453.6,2.263,125.23,1.481,38.33,20.5,0.9023,0.9784,32.26,0
WAFER-01521,LOT-039,A,Night,Normal,Premium,S1,CH-01,466.5,2.193,134.37,1.459,38.87,20.8,0.929,0.9644,30.7,0
WAFER-01522,LOT-022,C,Night,High_Speed,Standard,S1,CH-01,477.19,2.617,111.13,1.367,27.95,30.1,0.931,0.9631,24.87,0
WAFER-01523,LOT-031,A,Night,High_Speed,Standard,S1,CH-02,487.22,2.658,126.91,1.621,35.56,20.6,0.9378,0.98,26.0,0
WAFER-01524,LOT-036,B,Day,Normal,Advanced,S1,CH-02,488.83,2.389,116.39,1.554,,16.4,0.9469,0.9731,30.13,0
WAFER-01525,LOT-018,B,Day,Normal,Advanced,S3,CH-02,471.23,2.574,131.18,1.63,38.02,13.4,0.9695,0.9958,115.58,0
WAFER-01526,LOT-019,C,Night,High_Speed,Standard,S1,CH-04,477.47,2.228,127.13,1.502,,17.9,0.9327,,23.34,0
WAFER-01527,LOT-015,B,Day,High_Speed,Standard,S1,CH-04,480.9,2.643,119.07,1.687,40.7,16.6,0.9554,0.9598,23.44,0
WAFER-01528,LOT-008,A,Night,Normal,Advanced,S3,CH-02,472.04,2.467,,1.541,27.22,27.1,0.9266,0.9696,26.54,0
WAFER-01529,LOT-040,B,Night,Normal,Standard,S1,CH-02,481.14,2.542,122.45,1.401,32.02,23.8,0.9091,0.9723,36.29,0
WAFER-01530,LOT-001,A,Night,Normal,Standard,S2,CH-01,486.94,2.494,113.97,1.586,40.3,10.8,0.945,0.9461,31.67,0
WAFER-01531,LOT-005,A,Night,Normal,Standard,S2,CH-02,486.47,2.52,132.79,1.553,32.88,17.7,0.9518,0.9662,36.02,0
WAFER-01532,LOT-003,B,Night,High_Speed,Standard,S2,CH-02,515.72,2.598,120.77,1.57,45.31,16.3,0.9636,0.9816,29.95,0
WAFER-01533,LOT-040,B,Night,,Standard,S2,CH-04,504.79,2.413,,1.265,38.3,20.2,0.9343,,27.26,0
WAFER-01534,LOT-001,C,Day,Normal,Standard,S3,CH-01,479.87,2.327,128.52,1.62,34.49,54.0,0.9354,0.9632,36.7,0
WAFER-01535,LOT-025,C,Day,High_Speed,Standard,S2,CH-01,485.82,2.311,115.83,1.519,24.53,20.4,0.9154,0.9672,25.36,0
WAFER-01536,LOT-030,C,Night,Normal,Premium,S1,CH-01,470.02,2.515,118.42,1.5,45.4,26.3,0.8975,0.9762,34.62,1
WAFER-01537,LOT-014,A,Day,High_Speed,Standard,S3,CH-01,510.83,2.454,120.26,1.58,45.78,24.6,0.9772,0.9722,26.96,0
WAFER-01538,LOT-008,A,Day,High_Speed,Standard,S1,CH-02,493.18,2.345,114.28,1.781,33.96,18.5,0.9229,0.9784,25.35,0
WAFER-01539,LOT-005,B,Day,Normal,Standard,S3,CH-04,475.78,2.794,104.12,1.407,34.13,18.1,0.9492,0.9779,30.97,0
WAFER-01540,LOT-022,A,Day,Normal,Standard,S1,CH-03,478.99,,117.87,1.65,30.18,15.1,0.9212,0.9732,29.75,0
WAFER-01541,LOT-039,A,Night,Normal,Premium,S1,CH-03,478.24,2.363,121.11,1.529,34.36,12.8,0.9104,0.9766,32.05,0
WAFER-01542,LOT-024,C,Day,Normal,Standard,S2,CH-03,477.56,2.06,125.24,1.455,38.08,11.3,0.9326,0.9773,30.25,0
WAFER-01543,LOT-012,A,Day,Normal,Standard,S1,CH-02,470.4,2.569,117.56,1.638,35.57,14.2,0.9203,0.9759,35.96,0
WAFER-01544,LOT-034,A,Night,Normal,Advanced,S1,CH-01,474.11,2.499,130.68,1.568,31.18,20.7,0.943,,37.62,0
WAFER-01545,LOT-006,A,Day,Normal,Advanced,S1,CH-02,472.87,2.269,124.45,1.456,35.67,12.0,0.9104,0.9762,27.1,0
WAFER-01546,LOT-028,B,Day,Normal,Premium,S2,CH-02,473.6,2.489,126.42,1.615,39.91,13.8,0.9612,0.9885,26.9,1
WAFER-01547,LOT-017,B,Day,High_Speed,Standard,S1,CH-03,485.5,2.545,133.08,1.574,40.11,17.2,0.9717,0.981,29.53,0
WAFER-01548,LOT-006,A,Day,Normal,Premium,S2,CH-03,469.93,2.721,116.07,1.727,45.72,28.8,0.9051,0.9648,32.68,0
WAFER-01549,LOT-039,A,Day,Normal,Premium,S3,CH-02,481.66,2.438,118.49,1.527,40.81,63.5,0.9595,0.9689,23.97,0
WAFER-01550,LOT-011,A,Night,Normal,Advanced,S2,CH-03,475.72,2.306,113.18,1.383,38.13,20.0,0.8776,0.9902,29.99,0
WAFER-01551,LOT-020,A,Day,High_Speed,Standard,S1,CH-02,483.78,2.567,119.75,1.561,41.76,17.8,0.9563,0.9869,28.76,0
WAFER-01552,LOT-008,B,Night,Normal,Premium,S1,CH-03,487.56,2.298,109.11,1.507,43.99,27.4,0.9069,0.976,32.93,0
WAFER-01553,LOT-014,C,Night,High_Speed,Standard,S1,CH-01,489.22,2.869,105.56,1.481,35.46,20.7,,,26.29,0
WAFER-01554,LOT-008,C,Day,Normal,Advanced,S3,CH-04,480.93,2.31,112.31,1.704,40.01,27.6,0.9401,0.9558,29.2,1
WAFER-01555,LOT-020,C,Night,Normal,Advanced,S2,CH-01,487.69,2.678,118.45,1.325,39.5,27.7,0.9132,0.9486,33.52,1
WAFER-01556,LOT-001,B,Day,Normal,Standard,S1,CH-01,469.56,2.506,114.31,1.505,30.97,21.1,0.9627,0.959,27.87,0
WAFER-01557,LOT-024,A,Day,Normal,Standard,S1,CH-02,466.77,2.425,,1.571,35.96,18.4,0.922,0.9617,35.35,0
WAFER-01558,LOT-016,C,Night,High_Speed,Advanced,S2,CH-02,455.41,2.458,120.02,1.497,34.39,27.5,0.9069,0.9699,29.85,0
WAFER-01559,LOT-030,B,Night,Normal,Standard,S2,CH-02,471.37,2.718,,1.587,37.08,11.3,0.9396,0.9766,28.14,0
WAFER-01560,LOT-035,A,Night,Normal,Standard,S1,CH-02,484.66,2.51,134.28,1.508,37.04,20.6,0.9752,0.9659,28.33,0
WAFER-01561,LOT-003,C,Day,Normal,Advanced,S2,CH-01,464.33,2.581,127.94,1.466,30.75,17.2,0.907,0.9776,28.7,0
WAFER-01562,LOT-021,C,Day,Normal,Standard,,CH-01,487.0,2.67,122.67,1.691,39.33,18.5,0.9023,0.9666,35.0,1
WAFER-01563,LOT-040,C,Night,Normal,Advanced,S2,CH-04,475.78,2.606,117.91,1.627,43.23,21.9,0.9187,0.9633,25.83,0
WAFER-01564,LOT-001,C,Day,Normal,Advanced,S2,CH-02,456.44,2.498,119.28,1.663,39.96,18.1,0.9286,0.9836,32.53,0
WAFER-01565,LOT-002,C,Day,Normal,Standard,S3,CH-03,502.04,2.416,117.9,1.566,,92.2,0.9139,0.9833,35.71,1
WAFER-01566,LOT-018,B,Day,Normal,Advanced,S1,CH-03,486.32,2.599,114.34,1.42,39.66,18.0,0.9544,0.9552,33.56,0
WAFER-01567,LOT-030,B,Day,Normal,Premium,S2,CH-01,477.02,2.296,109.33,1.596,,25.4,0.8948,0.9769,31.85,0
WAFER-01568,LOT-033,B,Day,Normal,Advanced,S1,CH-04,477.23,2.921,,1.649,31.17,23.4,0.9109,0.9638,28.17,0
WAFER-01569,LOT-014,B,Night,Normal,Advanced,S3,CH-02,484.37,2.764,109.61,1.64,31.61,25.4,0.9449,0.9828,28.47,0
WAFER-01570,LOT-035,A,Night,Normal,Advanced,S1,CH-02,475.03,2.725,120.2,1.551,37.6,24.2,0.9508,0.9906,26.78,0
WAFER-01571,LOT-019,A,Day,Normal,Advanced,S1,CH-04,463.48,2.463,122.59,1.567,48.22,21.3,0.9229,0.977,34.86,0
